customer_id,lead_id,name,phone,purchase_details,contract_date,payment_plan,customer_type,support_status
C001919,L065130,NoorKhalily,(+20)01539139274,Studio,10/7/2024,Cash,New,Active
C001920,L003112,Wahidlan,(+20)01550103598,Apartment,8/15/2024,Cash,Returning,Inactive
C001921,L003113,SaadedNasser,(+20)01556476687,Apartment,9/20/2024,Installments,New,Active
C001924,L003123,abd-gamal-eddine,(+20)01100182406,Apartment,10/25/2024,Installments,Returning,Inactive
C001925,L003124,Ahmed-Sabry,(+20)01205311324,Apartment,8/18/2024,Cash,VIP,Active
C001926,L003125,El-Zakaria,(+20)01244200373,Apartment,9/26/2024,Cash,VIP,Active
C001927,L002397,Abu-Khalil-eldin,(+20)01209301625,Villa,9/4/2024,Installments,New,Active
C001928,L079400,Ashraf4124434,(+20)01146808794,Townhouse,8/8/2024,Cash,VIP,Inactive
C001929,L007532,Magdy_69,(+20)01556185442,Townhouse,3/22/2024,Installments,Returning,Active
C001931,L003127,Al-Adel-an,(+20)01535667512,Apartment,4/23/2024,Installments,Returning,Active
C001932,L002401,Barnasser,(+20)01514038329,Villa,8/4/2024,Installments,New,Active
C001933,L003128,Noor-Hoda-eh,(+20)01211996333,Apartment,8/10/2024,Cash,Returning,Active
C001935,L003132,Khaled-al,(+20)01266574673,Apartment,11/17/2024,Installments,New,Active
C001938,L003136,balzakariaush,(+20)01055945839,Apartment,9/8/2024,Installments,New,Active
C001939,L003142,AliedMostafa,(+20)01260595844,Apartment,9/9/2024,Cash,New,Active
C001940,L002410,Al-Aisha-el,(+20)01246264126,Villa,10/19/2024,Installments,New,Active
C001941,L003144,Samir-Ehab,(+20)01080270408,Apartment,9/19/2024,Installments,Returning,Active
C001942,L003145,TarekadHassan,(+20)01581263765,Apartment,10/12/2024,Cash,VIP,Inactive
C001943,L003149,Aziz-on,(+20)01598483047,Apartment,9/25/2024,Installments,Returning,Active
C001945,L003153,AlNadiral289,(+20)01232111731,Apartment,10/1/2024,Cash,VIP,Active
C001946,L000839,malak2525,(+20)01027048484,Duplex,10/16/2024,Installments,Returning,Inactive
C001947,L003154,Almahir,(+20)01568592215,Apartment,4/14/2024,Cash,Returning,Active
C001948,L003015,Nasser_4,(+20)01145422407,Twin House,10/15/2024,Installments,Returning,Active
C001949,L002413,UmKhaledah,(+20)01203170957,Villa,9/2/2024,Installments,Returning,Active
C001951,L076736,Raafat-Cleopatra,(+20)01183984985,iVilla,3/29/2024,Cash,VIP,Inactive
C001952,L084443,Ibrahim_70,(+20)01525385120,iVilla,4/2/2024,Cash,VIP,Active
C001953,L003163,Hoda_59,(+20)01598526017,Apartment,9/2/2024,Installments,Returning,Active
C001954,L003165,MedhatadWaleed,(+20)01242753503,Apartment,3/13/2024,Installments,Returning,Active
C001956,L076062,Zyxdkrdt,(+20)01500957663,iVilla,8/9/2024,Installments,Returning,Active
C001957,L080931,Latif-osh,(+20)01039177353,iVilla,9/25/2024,Cash,VIP,Active
C001958,L003167,Ainkhadija,(+20)01278191925,Apartment,9/22/2024,Installments,Returning,Inactive
C001959,L003172,Youssef_12,(+20)01515424458,Apartment,2/18/2024,Cash,New,Active
C001960,L003173,HABIBIZNEFERT,(+20)01174460050,Apartment,7/30/2024,Cash,VIP,Active
C001963,L003184,Nabilaesh,(+20)01266539323,Apartment,9/1/2024,Installments,Returning,Active
C001964,L003185,ANUBIS-I,(+20)01575617059,Apartment,5/2/2024,Installments,New,Active
C001965,L003187,aynkamiloush,(+20)01057934326,Apartment,12/12/2024,Cash,VIP,Active
C001966,L003188,HassanenTarek,(+20)01238562541,Apartment,3/22/2024,Cash,New,Active
C001967,L003191,abuammarsan,(+20)01147876509,Apartment,8/25/2024,Cash,VIP,Active
C001968,L003194,AbuAshrafel,(+20)01103811953,Apartment,2/8/2024,Installments,Returning,Active
C001970,L003198,far-khaemwaset,(+20)01534803582,Apartment,7/27/2024,Installments,Returning,Active
C001971,L003199,HassanamMagdy,(+20)01026261215,Apartment,4/11/2024,Installments,Returning,Active
C001972,L003200,LUBNA7858,(+20)01111736893,Apartment,10/11/2024,Installments,Returning,Active
C001973,L003201,abd-hussein-ah,(+20)01222507420,Apartment,10/7/2024,Installments,New,Active
C001974,L003202,EssamenGamal,(+20)01297807976,Apartment,2/15/2024,Installments,Returning,Active
C001975,L002436,EhabozAmmar,(+20)01133882665,Villa,10/10/2024,Installments,New,Active
C001976,L003204,ASHRAFULIBRAHIM,(+20)01074936206,Apartment,11/25/2024,Cash,VIP,Active
C001977,L003206,Magdy_39,(+20)01230044857,Apartment,9/15/2024,Installments,New,Active
C001978,L003210,amr-eldeen,(+20)01026679876,Apartment,4/16/2024,Installments,Returning,Inactive
C001979,L095616,Samir40,(+20)01574164388,Townhouse,8/22/2024,Installments,New,Active
C001980,L003214,TamerabAmr,(+20)01549546150,Apartment,2/26/2024,Installments,New,Active
C001981,L003215,HassanamAhmed,(+20)01297999407,Apartment,2/17/2024,Cash,VIP,Active
C001982,L003216,Bint-adel-un,(+20)01283050227,Apartment,8/27/2024,Cash,VIP,Inactive
C001983,L003225,AlHaniun,(+20)01595578210,Apartment,3/29/2024,Installments,New,Inactive
C001984,L003226,BALAMENOSH,(+20)01525940948,Apartment,10/4/2024,Installments,New,Inactive
C001986,L003229,AlRaedal,(+20)01561533551,Apartment,10/26/2024,Cash,VIP,Active
C001987,L003230,Bint-Mohamed-eddin,(+20)01298344542,Apartment,8/30/2024,Installments,New,Inactive
C001988,L086190,Al-Fahmy,(+20)01267419423,Townhouse,1/17/2025,Cash,VIP,Inactive
C001989,L003234,Wahidey,(+20)01292273059,Apartment,10/12/2024,Installments,New,Inactive
C001990,L003236,Iman Gaber,(+20)01140375236,Apartment,10/26/2024,Cash,Returning,Active
C001991,L003240,ABD-IBRAHIM-EH,(+20)01118339494,Apartment,2/25/2024,Installments,New,Active
C001992,L003248,Noor-Mahmoud-eldeen,(+20)01045149338,Apartment,12/10/2024,Installments,New,Active
C001993,L003252,BayZeiney182,(+20)01043900384,Apartment,9/3/2024,Installments,Returning,Active
C001994,L003253,elraniay,(+20)01095708186,Apartment,9/4/2024,Cash,VIP,Active
C001995,L082997,husseinadgamal,(+20)01519034593,Twin House,2/27/2024,Installments,New,Active
C001997,L003260,Tamer53,(+20)01139317536,Apartment,10/1/2024,Cash,VIP,Active
C001998,L003261,HusseinelTamer,(+20)01155135342,Apartment,9/27/2024,Installments,Returning,Inactive
C001999,L000906,Um Usama,(+20)01185156752,Duplex,3/20/2024,Installments,Returning,Active
C002001,L003269,bal ziad,(+20)01119020900,Apartment,4/5/2024,Installments,Returning,Inactive
C002002,L003270,fadi2715,(+20)01547223107,Apartment,10/5/2024,Installments,Returning,Active
C002003,L003271,Eman_81,(+20)01183675115,Apartment,2/24/2024,Installments,Returning,Inactive
C002005,L002448,Waleed1691,(+20)01003921907,Villa,8/25/2024,Installments,Returning,Active
C002006,L003273,Dar-Raed-a,(+20)01269738450,Apartment,7/31/2024,Cash,Returning,Active
C002007,L003274,OmaremSamir,(+20)01069740653,Apartment,3/21/2024,Installments,New,Inactive
C002008,L003284,Bint-Sara-y,(+20)01083601044,Apartment,9/18/2024,Cash,New,Active
C002009,L003285,Abu-Zainab-ullah,(+20)01137424366,Apartment,9/16/2024,Installments,New,Active
C002010,L003286,NOORYAHYAKAN,(+20)01050287081,Apartment,3/21/2024,Installments,Returning,Active
C002012,L003288,UmAshrafeddine,(+20)01552964532,Apartment,8/24/2024,Cash,VIP,Active
C002013,L003289,Menes4406,(+20)01256793848,Apartment,10/16/2024,Cash,VIP,Active
C002014,L003292,Azza-eldin,(+20)01253989726,Apartment,2/12/2024,Installments,Returning,Active
C002015,L003293,Al-Nasser-allah,(+20)01167048138,Apartment,2/3/2024,Cash,VIP,Active
C002016,L002449,noor-tariq,(+20)01599749796,Villa,9/19/2024,Installments,New,Active
C002017,L003295,Rafiqzan,(+20)01240725502,Apartment,3/12/2024,Installments,New,Active
C002018,L002451,Yasmin26,(+20)01575363248,Villa,3/30/2024,Installments,Returning,Inactive
C002019,L073261,Hoda_95,(+20)01134219456,Hotel Apartment,8/22/2024,Cash,VIP,Inactive
C002020,L003297,GamalasSamir,(+20)01035006338,Apartment,9/11/2024,Installments,New,Active
C002021,L003303,AINTARIQON,(+20)01235665130,Apartment,9/11/2024,Installments,Returning,Active
C002022,L003306,AbuZainaby,(+20)01513298984,Apartment,4/16/2024,Installments,Returning,Active
C002024,L003313,AlMohamedin,(+20)01052092011,Apartment,4/22/2024,Installments,New,Inactive
C002026,L003324,AliemEssam,(+20)01542072567,Apartment,8/30/2024,Cash,VIP,Active
C002027,L002457,NABILAARNAGUIB,(+20)01024556220,Villa,3/19/2024,Cash,VIP,Inactive
C002028,L003326,Gal-Gaber,(+20)01021875159,Apartment,2/21/2024,Installments,New,Active
C002029,L022581,GamalasAli,(+20)01239037073,iVilla,12/12/2024,Installments,New,Inactive
C002031,L003332,TameradAmr,(+20)01089204961,Apartment,8/29/2024,Cash,VIP,Active
C002032,L055024,wahidudgaber,(+20)01541168228,Studio,9/7/2024,Installments,Returning,Active
C002033,L003334,DAL SALMA,(+20)01544761488,Apartment,9/5/2024,Installments,New,Inactive
C002034,L003336,Hussein-an,(+20)01006359100,Apartment,2/4/2024,Cash,VIP,Inactive
C002035,L003338,KHALEDADNABIL,(+20)01228079175,Apartment,7/27/2024,Installments,New,Active
C002036,L003339,al-yasmin-a,(+20)01183038224,Apartment,9/25/2024,Installments,New,Active
C002037,L003341,AbuRaedeh,(+20)01570731639,Apartment,9/1/2024,Cash,VIP,Active
C002038,L003342,NurTalaat,(+20)01565859445,Apartment,8/19/2024,Cash,VIP,Inactive
C002039,L003343,AISHA4781,(+20)01109683385,Apartment,10/23/2024,Installments,New,Active
C002040,L066290,KhalilelAmr,(+20)01223900185,Twin House,10/26/2024,Cash,VIP,Active
C002041,L003349,KarimadGamal,(+20)01569681309,Apartment,1/31/2024,Cash,Returning,Inactive
C002042,L003353,BintMagdyun,(+20)01026731328,Apartment,8/21/2024,Cash,Returning,Active
C002043,L003360,Ashraf61,(+20)01588849703,Apartment,10/18/2024,Installments,Returning,Active
C002045,L003365,Ibn-Wael-el,(+20)01170625371,Apartment,9/26/2024,Installments,New,Active
C002046,L003367,Maatzan,(+20)01242997854,Apartment,3/19/2024,Cash,New,Inactive
C002047,L007503,Zakaria-ran,(+20)01242765357,Penthouse,2/22/2024,Cash,VIP,Inactive
C002048,L003368,MaryamurYoussef,(+20)01556662399,Apartment,10/28/2024,Cash,VIP,Active
C002049,L074097,Khadija26,(+20)01529683728,Townhouse,9/1/2024,Installments,New,Inactive
C002050,L091522,Noor-Khalil-al,(+20)01108154065,Townhouse,10/9/2024,Installments,Returning,Active
C002051,L094969,abdghadaa,(+20)01585630217,Townhouse,3/9/2024,Installments,New,Inactive
C002052,L000925,Osama9118834,(+20)01592177229,Duplex,8/7/2024,Cash,New,Active
C002054,L003374,IbnAishain,(+20)01008083165,Apartment,6/8/2024,Installments,Returning,Active
C002055,L003375,Ahmed_73,(+20)01158190319,Apartment,3/29/2024,Cash,VIP,Active
C002058,L003383,KhaledasEssam,(+20)01088248200,Apartment,3/1/2024,Installments,New,Active
C002059,L003386,Layla_93,(+20)01515673439,Apartment,9/16/2024,Installments,Returning,Active
C002060,L003392,khadijaodsalma,(+20)01035603811,Apartment,9/18/2024,Installments,Returning,Active
C002061,L003397,TarekenWaleed,(+20)01595848696,Apartment,8/15/2024,Cash,New,Active
C002062,L049288,AdelazMahmoud,(+20)01091405256,Twin House,10/13/2024,Installments,Returning,Active
C002063,L072116,IbrahimilKarim,(+20)01187210286,Whole Building,3/20/2024,Installments,New,Active
C002066,L072502,RAEDADALI,(+20)01235210418,Penthouse,8/23/2024,Cash,New,Inactive
C002067,L003403,Menes-eldeen,(+20)01058921864,Apartment,5/14/2024,Installments,Returning,Active
C002068,L003405,IbnKhaledal,(+20)01001997349,Apartment,3/21/2024,Cash,New,Active
C002069,L048097,MAGDYELTAMER,(+20)01133295779,Penthouse,10/5/2024,Installments,New,Active
C002070,L003411,Tahira-Nefert,(+20)01044160778,Apartment,4/7/2024,Installments,Returning,Active
C002071,L066684,Suez_Karim,(+20)01210716183,Townhouse,10/10/2024,Installments,Returning,Active
C002072,L003412,Ibn-Yasmin-in,(+20)01283720924,Apartment,4/14/2024,Cash,VIP,Active
C002073,L003415,Monaish,(+20)01212845542,Apartment,3/30/2024,Cash,Returning,Active
C002074,L002462,AliedAdel,(+20)01107894581,Villa,9/24/2024,Cash,VIP,Active
C002075,L097999,IbnOmar,(+20)01560092937,Twin House,2/12/2024,Installments,New,Active
C002076,L003416,Zahir-Mahir,(+20)01116739938,Apartment,1/12/2025,Cash,VIP,Inactive
C002077,L003417,Amenhotep-ush,(+20)01075054645,Apartment,10/8/2024,Installments,Returning,Active
C002078,L003419,AlNouraullah,(+20)01110510163,Apartment,4/6/2024,Installments,New,Active
C002079,L003424,AbdMaryamullah,(+20)01547089504,Apartment,9/18/2024,Installments,New,Active
C002080,L000926,Ali34,(+20)01100201063,Duplex,8/11/2024,Installments,Returning,Active
C002081,L003426,Waleed-lan,(+20)01270744579,Apartment,10/11/2024,Cash,VIP,Active
C002082,L003430,Gal-Ziad,(+20)01030337394,Apartment,9/7/2024,Cash,New,Inactive
C002083,L002475,Zayed-ey,(+20)01506234505,Villa,9/11/2024,Cash,New,Inactive
C002084,L003434,LutfiarMaryam,(+20)01581564609,Apartment,2/23/2024,Cash,VIP,Active
C002085,L002489,HaniedHassan,(+20)01217746908,Villa,3/9/2024,Cash,VIP,Active
C002087,L003436,GalWissam,(+20)01004095465,Apartment,1/14/2025,Cash,VIP,Inactive
C002088,L003439,Karim80,(+20)01556432246,Apartment,2/7/2024,Installments,Returning,Inactive
C002089,L003440,GamalanMohamed,(+20)01294310001,Apartment,7/31/2024,Cash,VIP,Inactive
C002091,L000943,Amun-allah,(+20)01085482258,Duplex,9/17/2024,Installments,Returning,Active
C002092,L003447,ElGhadauddin,(+20)01097211438,Apartment,10/22/2024,Cash,Returning,Active
C002093,L003449,Samira-an,(+20)01273260833,Apartment,10/18/2024,Installments,Returning,Inactive
C002094,L003452,noorgamalun,(+20)01181686371,Apartment,3/18/2024,Cash,VIP,Active
C002095,L072408,Nasser39,(+20)01136162427,Townhouse,2/29/2024,Cash,VIP,Active
C002096,L003455,Yasmin-Yasmin,(+20)01234728582,Apartment,10/30/2024,Installments,New,Active
C002097,L028797,MahmoudalTarek,(+20)01249658489,Penthouse,8/8/2024,Installments,New,Active
C002098,L000946,Abu Amenhotep,(+20)01008184819,Duplex,2/11/2024,Cash,Returning,Inactive
C002099,L002496,Hassan Rafiq,(+20)01090845359,Villa,8/31/2024,Cash,VIP,Active
C002100,L003456,Lubna7858486,(+20)01039354838,Apartment,3/18/2024,Installments,New,Active
C002101,L003457,IbrahimatKarim,(+20)01292162418,Apartment,9/18/2024,Installments,Returning,Active
C002102,L069519,Dar-Mohamed-on,(+20)01070871928,Penthouse,3/15/2024,Installments,Returning,Active
C002103,L003458,Ayn Wafa,(+20)01103761159,Apartment,3/30/2024,Cash,VIP,Active
C002105,L003461,DarManal,(+20)01536679405,Apartment,5/19/2024,Installments,Returning,Active
C002106,L065028,Faizaan,(+20)01214540895,Palace,1/12/2025,Installments,Returning,Inactive
C002107,L003463,Fatma Waleed,(+20)01549325794,Apartment,8/10/2024,Installments,New,Active
C002109,L081602,AmrasHassan,(+20)01040269279,Hotel Apartment,9/24/2024,Installments,Returning,Active
C002110,L003471,FarManaleldeen652,(+20)01295582803,Apartment,3/8/2024,Installments,Returning,Active
C002111,L003475,Dalal-oush,(+20)01057938484,Apartment,8/22/2024,Cash,New,Active
C002114,L003480,Hassanalmedhat,(+20)01043093560,Apartment,8/8/2024,Installments,New,Active
C002115,L003486,fartalaatif,(+20)01542572054,Apartment,9/22/2024,Installments,New,Inactive
C002116,L002514,Nasseratyoussef,(+20)01505485524,Villa,9/3/2024,Installments,New,Active
C002117,L002515,Maatey,(+20)01248772101,Villa,9/8/2024,Cash,VIP,Active
C002118,L003490,darhebaey,(+20)01280587631,Apartment,2/2/2024,Installments,Returning,Active
C002119,L003491,Saad_61,(+20)01195218740,Apartment,4/29/2024,Installments,Returning,Active
C002121,L002519,Zaki Dalal,(+20)01126494280,Villa,4/12/2024,Installments,Returning,Active
C002122,L003500,Noor-Gaber,(+20)01549449106,Apartment,8/22/2024,Installments,Returning,Active
C002123,L002522,AlAmala,(+20)01001848075,Villa,7/26/2024,Cash,VIP,Active
C002125,L003502,Dalal-al,(+20)01114695758,Apartment,3/16/2024,Cash,New,Active
C002126,L003503,AbuAmral,(+20)01120354161,Apartment,10/1/2024,Installments,Returning,Active
C002127,L003509,AliulEssam,(+20)01027498878,Apartment,9/11/2024,Installments,New,Active
C002128,L003512,MagdyarAmr,(+20)01194066532,Apartment,8/11/2024,Installments,Returning,Active
C002129,L003513,Omar_3,(+20)01279111337,Apartment,4/14/2024,Cash,VIP,Active
C002130,L003523,Um Issam,(+20)01552797533,Apartment,9/6/2024,Installments,New,Active
C002131,L000965,Hoda_57,(+20)01500380938,Hotel Apartment,3/18/2024,Installments,Returning,Active
C002132,L003524,NoorNabilal,(+20)01568992552,Apartment,4/21/2024,Installments,New,Active
C002133,L027429,Bint-eman-eldin,(+20)01540627203,Twin House,3/6/2024,Cash,VIP,Active
C002134,L003527,Bar-Tawfiq,(+20)01109564814,Apartment,8/16/2024,Installments,New,Active
C002135,L003528,Baliman,(+20)01211942435,Apartment,4/8/2024,Cash,Returning,Active
C002137,L003532,Abd-Aziz,(+20)01051630248,Apartment,4/3/2024,Cash,VIP,Inactive
C002138,L003535,UmRaedel,(+20)01162121359,Apartment,2/2/2024,Installments,New,Active
C002139,L085031,UmSaadon,(+20)01237004849,Penthouse,5/2/2024,Installments,Returning,Active
C002140,L003536,darnadaman,(+20)01169060721,Apartment,9/29/2024,Cash,VIP,Inactive
C002141,L003537,WAHID6229,(+20)01129622208,Apartment,1/31/2024,Installments,Returning,Active
C002142,L003538,EL-YASMIN-AH,(+20)01578948024,Apartment,2/1/2024,Installments,New,Inactive
C002143,L003542,IbnYehia,(+20)01027738481,Apartment,9/7/2024,Cash,VIP,Active
C002144,L003544,MohamedamGamal,(+20)01158128895,Apartment,9/20/2024,Cash,VIP,Inactive
C002145,L002523,Noor-Noura-el,(+20)01150599027,Villa,8/18/2024,Cash,VIP,Inactive
C002147,L000960,NoorMaryamullah,(+20)01180320086,Duplex,9/15/2024,Installments,New,Active
C002148,L003551,Fatma_24,(+20)01285418181,Apartment,2/26/2024,Installments,Returning,Inactive
C002151,L003566,Noor-Zahir,(+20)01168690620,Apartment,2/17/2024,Cash,Returning,Active
C002152,L079138,BintTarekeddin,(+20)01228444742,Townhouse,10/20/2024,Cash,New,Inactive
C002153,L002526,MedhatasAmr,(+20)01268862906,Villa,2/12/2024,Installments,Returning,Inactive
C002154,L003569,HaniasWaleed,(+20)01268212052,Apartment,10/12/2024,Installments,Returning,Inactive
C002155,L003572,IbnNadaah,(+20)01131165092,Apartment,3/10/2024,Cash,VIP,Inactive
C002156,L094757,RaedasHassan,(+20)01047867546,iVilla,4/18/2024,Installments,New,Active
C002157,L021019,BintYoussefi,(+20)01067113151,Penthouse,2/27/2024,Installments,Returning,Active
C002158,L002545,Wafa-on,(+20)01146452415,Villa,4/26/2024,Cash,VIP,Active
C002159,L002564,rashidlan,(+20)01165742998,Villa,9/20/2024,Installments,Returning,Active
C002160,L003573,NurMaryamel,(+20)01198413400,Apartment,9/8/2024,Installments,Returning,Active
C002161,L003578,AKHENMAN,(+20)01155376388,Apartment,9/5/2024,Cash,New,Active
C002162,L002576,Amrulnasser,(+20)01215497896,Villa,10/7/2024,Installments,New,Inactive
C002163,L094201,EssamatAmr,(+20)01150815291,Penthouse,1/29/2025,Installments,Returning,Inactive
C002164,L000974,Bintankh,(+20)01076249079,Duplex,2/28/2024,Installments,Returning,Active
C002165,L074450,Zahraullah,(+20)01547048179,Twin House,4/7/2024,Cash,VIP,Inactive
C002166,L003579,tawfiqarakhen,(+20)01054062120,Apartment,2/18/2024,Installments,Returning,Active
C002167,L003586,Raed29,(+20)01264761695,Apartment,9/18/2024,Installments,New,Active
C002169,L002596,Bint-Omar-eddin,(+20)01181625447,Villa,3/16/2024,Cash,VIP,Active
C002170,L003587,HassanalAziz,(+20)01124886878,Apartment,9/29/2024,Cash,VIP,Inactive
C002171,L003590,salmauzghada,(+20)01266330037,Apartment,3/18/2024,Installments,Returning,Active
C002172,L007187,Rafiq-allah,(+20)01043297498,Twin House,2/12/2024,Cash,VIP,Inactive
C002173,L003595,Sara43,(+20)01174348834,Apartment,2/21/2024,Installments,New,Active
C002174,L003599,Hussein-Wahid,(+20)01035667661,Apartment,10/4/2024,Cash,New,Active
C002175,L002602,AhmedelAdel,(+20)01082013318,Villa,11/3/2024,Installments,Returning,Active
C002178,L003612,BintSamirai150,(+20)01241075490,Apartment,4/16/2024,Cash,VIP,Active
C002179,L003613,Galzakaria,(+20)01287131601,Apartment,9/19/2024,Cash,VIP,Inactive
C002180,L027116,abdkhalilullah,(+20)01090617493,Twin House,3/1/2024,Installments,Returning,Active
C002181,L003614,Nur-Tamer-al,(+20)01248286262,Apartment,10/15/2024,Installments,New,Inactive
C002182,L081676,IbrahimatEssam,(+20)01585475861,Penthouse,3/27/2024,Cash,VIP,Active
C002183,L003617,Ain-Ramses,(+20)01171100093,Apartment,8/29/2024,Cash,VIP,Inactive
C002184,L003619,HusseinedAshraf,(+20)01598457630,Apartment,8/15/2024,Cash,VIP,Inactive
C002185,L032812,Aintariq,(+20)01167914675,Penthouse,9/23/2024,Cash,VIP,Active
C002187,L003625,balamenhotepzan,(+20)01261568417,Apartment,8/12/2024,Installments,Returning,Active
C002188,L003626,NurHodaan,(+20)01071759076,Apartment,3/14/2024,Installments,New,Active
C002189,L003628,Bint-Khadija-uddin,(+20)01092370603,Apartment,2/8/2024,Cash,VIP,Active
C002190,L002612,ElAishaal,(+20)01260689325,Villa,4/9/2024,Installments,New,Active
C002191,L002614,bahaauzshadia,(+20)01010905817,Villa,2/14/2024,Installments,Returning,Inactive
C002192,L002616,Altawfiq,(+20)01237218324,Villa,3/4/2024,Installments,Returning,Active
C002193,L063135,Jamil-ullah,(+20)01598435300,Twin House,12/10/2024,Cash,VIP,Inactive
C002194,L003630,Essamantamer,(+20)01266905432,Apartment,2/28/2024,Installments,Returning,Active
C002195,L000999,BalKamil,(+20)01201648289,Duplex,9/10/2024,Installments,Returning,Active
C002196,L002623,Alex_Amr,(+20)01106210878,Villa,9/23/2024,Installments,Returning,Active
C002197,L002628,Bal Hoda,(+20)01528567731,Villa,2/6/2024,Installments,Returning,Inactive
C002198,L001007,OsamailHussein,(+20)01526342981,Duplex,9/18/2024,Installments,New,Active
C002199,L003631,BintAishaeldin,(+20)01571104129,Apartment,2/9/2024,Cash,VIP,Active
C002200,L003634,BINTHUSSEINAH,(+20)01131207929,Apartment,9/19/2024,Cash,Returning,Inactive
C002201,L002635,ALMAGDYY,(+20)01268751618,Villa,10/22/2024,Cash,VIP,Active
C002202,L096460,Ibn-Zainab-a,(+20)01181434599,Townhouse,2/17/2024,Cash,VIP,Active
C002205,L003636,Tariq-i,(+20)01114713490,Apartment,8/21/2024,Installments,New,Active
C002206,L075512,AlZainab,(+20)01154790701,Townhouse,4/10/2024,Cash,VIP,Active
C002208,L003637,AbdDaliaallah,(+20)01170377696,Apartment,2/20/2024,Cash,VIP,Active
C002209,L003640,NoorYasmineddin,(+20)01296970326,Apartment,9/22/2024,Installments,Returning,Active
C002210,L003641,Menkauresan,(+20)01589697713,Apartment,1/26/2024,Installments,New,Active
C002211,L003643,Wthdlwyhgqy140,(+20)01250154926,Apartment,9/18/2024,Installments,New,Active
C002212,L002641,dar-maryam-ey,(+20)01288146366,Villa,4/14/2024,Installments,New,Inactive
C002213,L002642,AmrulMedhat,(+20)01575615424,Villa,3/21/2024,Cash,VIP,Active
C002214,L003645,Ibn-sara-i,(+20)01508010931,Apartment,2/18/2024,Cash,New,Active
C002217,L003655,Sara41,(+20)01043295886,Apartment,4/26/2024,Cash,VIP,Active
C002218,L071921,Nabil93,(+20)01148698330,Penthouse,10/16/2024,Installments,Returning,Inactive
C002219,L002649,namE,(+20)01157311187,Villa,2/3/2024,Cash,VIP,Active
C002220,L079588,UmKhalilullah,(+20)01524698854,Penthouse,4/4/2024,Cash,VIP,Active
C002221,L003658,BayEmaneddin112,(+20)01282462851,Apartment,8/9/2024,Cash,VIP,Inactive
C002223,L002650,Bint Zainab,(+20)01046693966,Villa,3/29/2024,Installments,Returning,Active
C002224,L001011,Khufual,(+20)01118585764,Duplex,11/9/2024,Installments,Returning,Active
C002225,L003662,AlAshrafun,(+20)01119455056,Apartment,9/14/2024,Cash,VIP,Active
C002226,L003663,Gamal_5,(+20)01292320611,Apartment,3/1/2024,Cash,VIP,Active
C002227,L003664,Noor-Medhat-in,(+20)01134074862,Apartment,8/16/2024,Cash,VIP,Inactive
C002228,L058288,ElMostafaah,(+20)01176266772,Townhouse,10/27/2024,Installments,New,Active
C002230,L003665,DarFarida,(+20)01056330741,Apartment,8/18/2024,Cash,VIP,Active
C002231,L078542,Bar Mona,(+20)01520277712,Townhouse,4/13/2024,Installments,New,Inactive
C002232,L002656,mohamedensaad,(+20)01212365310,Villa,2/19/2024,Installments,Returning,Active
C002233,L098009,Nur-Hoda-allah,(+20)01146118853,Twin House,9/15/2024,Installments,Returning,Inactive
C002234,L003666,Ramses-Gamila,(+20)01226186040,Apartment,9/6/2024,Cash,Returning,Active
C002235,L001036,Dal-zaki,(+20)01042327053,Duplex,10/6/2024,Installments,New,Active
C002236,L002669,Al Zahir,(+20)01105536978,Villa,3/2/2024,Installments,New,Active
C002238,L003674,Youssef_5,(+20)01167749457,Apartment,2/20/2024,Installments,Returning,Active
C002239,L001048,ALIETTHOTH,(+20)01269358227,Duplex,2/20/2024,Cash,VIP,Active
C002240,L001093,Dalia_42,(+20)01238398929,Duplex,2/25/2024,Installments,Returning,Inactive
C002242,L088172,Ammarush,(+20)01592978971,iVilla,9/6/2024,Cash,VIP,Inactive
C002243,L002708,Nadir-ush,(+20)01204957166,Villa,9/11/2024,Cash,VIP,Inactive
C002244,L003680,Cleopatra-an,(+20)01287704110,Apartment,11/21/2024,Cash,Returning,Active
C002245,L096062,Hajj_Ashraf,(+20)01128119037,Townhouse,4/11/2024,Installments,Returning,Inactive
C002246,L003682,Bint-Hala-uddin,(+20)01059134722,Apartment,1/17/2025,Cash,VIP,Inactive
C002247,L003683,IbnLaylaal,(+20)01581303761,Apartment,9/27/2024,Cash,VIP,Active
C002249,L073855,Ibn-Layla-ey,(+20)01154861793,Townhouse,4/10/2024,Cash,VIP,Active
C002250,L003684,Ibnmostafaeddin,(+20)01235701555,Apartment,2/8/2024,Installments,Returning,Active
C002251,L090237,Bint-Maryam-ey,(+20)01083039710,Townhouse,2/1/2024,Cash,VIP,Active
C002253,L003685,IbnHassanah,(+20)01094961392,Apartment,2/15/2024,Installments,Returning,Active
C002254,L003687,Hajja_Tamer,(+20)01556558324,Apartment,5/26/2024,Installments,Returning,Inactive
C002256,L003699,Um-Ghada-a,(+20)01274335465,Apartment,10/6/2024,Installments,Returning,Inactive
C002257,L003702,Nur Mostafa,(+20)01283077429,Apartment,10/10/2024,Installments,Returning,Inactive
C002258,L003703,Um-Khaled-allah,(+20)01277251904,Apartment,3/4/2024,Installments,Returning,Inactive
C002259,L003704,Ballabib,(+20)01218424640,Apartment,10/17/2024,Cash,New,Active
C002260,L002711,Khadija66,(+20)01024357972,Villa,4/13/2024,Installments,Returning,Active
